employer,total_approvals,total_denials,years_active,latest_year,state,city,sponsor_score,total_petitions,approval_rate,employer_clean,top_roles,median_salary_all,total_lca_filings,role_category
RIVOS INC,48,0,3,2023,CA,MOUNTAIN VIEW,83.1,48,1.0,,,,,
VERANS BUSINESS SOLUTIONS INC,33,3,5,2023,NJ,EDISON,83.1,36,0.917,,,,,
ARUP US INC,62,1,3,2023,NY,NEW YORK,83.1,63,0.984,,,,,
HITACHI AUTOMOTIVE SYSTEMS AMERICA,62,1,3,2021,KY,HARRODSBURG,83.1,63,0.984,,,,,
VARO BANK N A,48,0,3,2023,CA,SAN FRANCISCO,83.1,48,1.0,,,,,
AVTECH SOLUTIONS INC,33,3,5,2023,IN,INDIANAPOLIS,83.1,36,0.917,AVTECH SOLUTIONS INC,"Software Engineer, Computer Systems Engineer, Systems Analyst",86050.0,3.0,Software & IT
CATALENT PHARMA SOLUTIONS,93,4,3,2023,NJ,SOMERSET,83.1,97,0.959,CATALENT PHARMA SOLUTIONS,"Engineer, Ms&T, Senior Materials Planner, Senior Scientist, Quality Control, Systems Analyst",85900.0,6.0,Engineering
VBRIDGEIT INC,84,14,5,2023,NC,CHARLOTTE,83.1,98,0.857,VBRIDGEIT INC,"Cloud Engineer, Kafka Administrator, DevOps Engineer, It Projects Manager, It Projects Lead",103272.0,7.0,Software & IT
VERITIS GROUP INC,96,17,5,2023,TX,IRVING,83.1,113,0.85,,,,,
APTIVA CORP,88,15,5,2023,NJ,NORTH BRUNSWICK,83.1,103,0.854,APTIVA CORP,"Systems Engineer, Software Engineer, Tableau Developer",103272.0,3.0,Software & IT
DATA SCIENCE TECHNOLOGIES LLC,33,1,4,2023,NE,MCCOOK,83.1,34,0.971,DATA SCIENCE TECHNOLOGIES LLC,Security Engineer,105664.0,1.0,Software & IT
SWISS RE MANAGEMENT US CORPORATION,33,1,4,2023,NY,ARMONK,83.1,34,0.971,,,,,
ONWARD TECHNOLOGIES INC,114,22,5,2023,IL,ROSEMONT,83.1,136,0.838,,,,,
CAREDX INC,33,1,4,2022,CA,BRISBANE,83.1,34,0.971,,,,,
MHK - MEDHOK INC,48,0,3,2023,FL,TAMPA,83.1,48,1.0,,,,,
GLOBAL IT SOLUTIONS INC,33,3,5,2023,MN,MINNEAPOLIS,83.1,36,0.917,GLOBAL IT SOLUTIONS INC,"Consultant, Solutions Architect",124800.0,3.0,Software & IT
STATE UNIV OF NY AT STONY BROOK,270,16,2,2020,NY,ALBANY,83.1,286,0.944,,,,,
ARUNA INFO INC,33,3,5,2023,PA,CORAOPOLIS,83.1,36,0.917,,,,,
ARISGLOBAL LLC,39,4,5,2023,FL,MIAMI,83.1,43,0.907,,,,,
OBJECTS ON NET INC,65,5,4,2023,GA,FAYETTEVILLE,83.1,70,0.929,,,,,
UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,138,2,2,2023,NC,CHAPEL HILL,83.1,140,0.986,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,"Postdoctoral Research Associate, Research Assistant Professor, Research Associate, Clinical Instructor,  Postdoctoral Research Associate",75000.0,30.0,Data & Research
GEISINGER MEDICAL CENTER,33,1,4,2023,PA,DANVILLE,83.1,34,0.971,,,,,
TOYOTA MATERIAL HANDLING INC,33,1,4,2023,IN,COLUMBUS,83.1,34,0.971,,,,,
IMCS GROUP INC,211,53,5,2023,TX,IRVING,83.1,264,0.799,IMCS GROUP INC,"Software Engineer, Business Analyst",91146.0,12.0,Software & IT
FLEX CONSULTING GROUP INC,68,10,5,2023,NJ,EDISON,83.1,78,0.872,,,,,
ASPIRE SYSTEMS CONSULTING INC,84,14,5,2023,IL,OAK BROOK,83.1,98,0.857,,,,,
GOODMAN MANUFACTURING COMPANY L P,83,3,3,2022,TX,WALLER,83.1,86,0.965,,,,,
THREATMETRIX INC,33,3,5,2023,GA,ALPHARETTA,83.1,36,0.917,,,,,
CORP2CORP INC,59,8,5,2023,NJ,JERSEY CITY,83.1,67,0.881,CORP2CORP INC,Project Manager,140483.0,1.0,Management
AMNEAL PHARMACEUTICALS OF NEW YORK,73,2,3,2021,NJ,BRIDGEWATER,83.1,75,0.973,,,,,
CLIENT SOFTWARE SERVICES LLC,68,10,5,2023,MD,GAITHERSBURG,83.1,78,0.872,,,,,
R & L CARRIERS SHARED SERVICES LLC,33,1,4,2023,OH,WILMINGTON,83.1,34,0.971,,,,,
MODERNA INC,111,0,2,2021,MA,CAMBRIDGE,83.1,111,1.0,,,,,
PRIMASOLV LLC,33,3,5,2023,MI,WIXOM,83.1,36,0.917,PRIMASOLV LLC,"Software Engineer, Systems Engineer",91520.0,3.0,Software & IT
HALIFAX COUNTY SCHOOLS,33,1,4,2022,NC,HALIFAX,83.1,34,0.971,HALIFAX COUNTY SCHOOLS,"5Th Grade Teacher, Social Studies Teacher, 9Th Grade English Teacher, 4Th Grade Teacher, Steam Teacher",40850.0,17.0,Education
KET SYSTEMS LLC,39,4,5,2023,AL,BIRMINGHAM,83.1,43,0.907,KET SYSTEMS LLC,"Software Engineer, Full Stack Engineer",105945.0,4.0,Software & IT
ISHIFT CORP,39,4,5,2023,CA,FREMONT,83.1,43,0.907,ISHIFT CORP,Software Engineer,111000.0,2.0,Software & IT
SYNAPSE FINANCIAL TECHNOLOGIES INC,19,1,5,2023,CA,SAN FRANCISCO,83.0,20,0.95,,,,,
VOCERA COMMUNICATIONS INC,20,0,4,2022,CA,SAN JOSE,83.0,20,1.0,,,,,
EVOTEC US INC,8,0,5,2023,NJ,PRINCETON,83.0,8,1.0,,,,,
VRK IT VISION INC,20,0,4,2023,NJ,PISCATAWAY,83.0,20,1.0,,,,,
RIVERBEND MEDICAL GROUP INC,19,1,5,2023,MA,SPRINGFIELD,83.0,20,0.95,,,,,
MEDISOLV INC,8,0,5,2023,MD,COLUMBIA,83.0,8,1.0,,,,,
SANPRO TECHNOLOGIES INC,19,1,5,2023,FL,CLEARWATER,83.0,20,0.95,,,,,
THE CARIAN GROUP CORPORATION,20,0,4,2022,NJ,SOUTH PLAINFIELD,83.0,20,1.0,THE CARIAN GROUP CORPORATION,Project Controls Engineer,116812.0,1.0,Engineering
ITERATIVE SCOPES INC,20,0,4,2023,MA,CAMBRIDGE,83.0,20,1.0,,,,,
BICI USA CO LTD,8,0,5,2023,CA,SANTA CLARA,83.0,8,1.0,,,,,
AIRLINES REPORTING CORPORATION,20,0,4,2023,VA,ARLINGTON,83.0,20,1.0,,,,,
VERITONE INC,8,0,5,2023,CA,COSTA MESA,83.0,8,1.0,,,,,
SAILTHRU INC,8,0,5,2023,NY,NEW YORK,83.0,8,1.0,,,,,
WELBE HEALTH LLC,8,0,5,2023,CA,LONG BEACH,83.0,8,1.0,,,,,
LUZON TECHNOLOGIES INC,20,0,4,2023,VA,FAIRFAX,83.0,20,1.0,,,,,
RDI INC,8,0,5,2023,IL,CHICAGO,83.0,8,1.0,,,,,
VAYYUSOFT LLC,8,0,5,2023,PA,MALVERN,83.0,8,1.0,VAYYUSOFT LLC,QA Engineer,90000.0,1.0,Software & IT
EDTHEORY LLC,20,0,4,2023,CA,PLEASANTON,83.0,20,1.0,,,,,
TX TEAM REHAB INC,8,0,5,2023,IN,INDIANAPOLIS,83.0,8,1.0,,,,,
DINERS CLUB INTERNATIONAL LTD,8,0,5,2023,IL,RIVERWOODS,83.0,8,1.0,,,,,
AINS INC,20,0,4,2022,MD,GAITHERSBURG,83.0,20,1.0,,,,,
D CUBE ANALYTICS INC,20,0,4,2022,IL,SCHAUMBURG,83.0,20,1.0,,,,,
VIDEO PRODUCTS INC,8,0,5,2023,OH,AURORA,83.0,8,1.0,,,,,
DAIKIN APPLIED AMERICAS INC,8,0,5,2023,MN,MINNEAPOLIS,83.0,8,1.0,,,,,
COLORTOKENS INC,19,1,5,2023,CA,SAN JOSE,83.0,20,0.95,,,,,
BRIGHTREE LLC,19,1,5,2023,GA,LAWRENCEVILLE,83.0,20,0.95,,,,,
BRIGHT POWER INC,19,1,5,2023,NY,NEW YORK,83.0,20,0.95,,,,,
WEB YOGA INC,63,9,5,2023,OH,DAYTON,83.0,72,0.875,,,,,
NEXTERA ENERGY MARKETING LLC,19,1,5,2023,FL,NORTH PALM BEACH,83.0,20,0.95,,,,,
SPRI PARTNERS LLC,19,1,5,2023,IL,CHICAGO,83.0,20,0.95,SPRI PARTNERS LLC,Software Engineer,142309.0,2.0,Software & IT
RIVERSAND TECHNOLOGIES INC,20,0,4,2022,TX,HOUSTON,83.0,20,1.0,,,,,
ZOFTEC LLC,8,0,5,2023,AZ,PHOENIX,83.0,8,1.0,,,,,
FORCEPOINT LLC,20,0,4,2022,TX,AUSTIN,83.0,20,1.0,FORCEPOINT LLC,Software Engineer,192941.0,1.0,Software & IT
OROCHEM TECHNOLOGIES INC,8,0,5,2023,IL,NAPERVILLE,83.0,8,1.0,,,,,
NMB TECHNOLOGIES CORPORATION,8,0,5,2023,MI,NOVI,83.0,8,1.0,,,,,
NLYTE SOFTWARE INC,8,0,5,2023,NJ,EDISON,83.0,8,1.0,,,,,
ZENITH MEDIA SERVICES INC,20,0,4,2022,NY,NEW YORK,83.0,20,1.0,,,,,
VANASSE HANGEN BRUSTLIN INC,19,1,5,2023,MA,WATERTOWN,83.0,20,0.95,,,,,
ACI INFOTECH INC,99,18,5,2023,NJ,PISCATAWAY,83.0,117,0.846,ACI INFOTECH INC,"Software Engineer, Qlik/Bi Developer, Quality Engineer, Project Manager",76000.0,9.0,Software & IT
FRUGAL SOLUTIONS INC,20,0,4,2023,CA,FREMONT,83.0,20,1.0,,,,,
DMY ENGINEERING CONSULTANTS INC,8,0,5,2023,VA,CHANTILLY,83.0,8,1.0,,,,,
TANGIBLE PLAY INC,20,0,4,2022,CA,PALO ALTO,83.0,20,1.0,,,,,
ZYTUS INC,20,0,4,2022,VA,HENRICO,83.0,20,1.0,,,,,
ATTAINX INC,8,0,5,2023,VA,HERNDON,83.0,8,1.0,,,,,
ATTUNE INSURANCE SERVICES LLC,8,0,5,2023,NY,NEW YORK,83.0,8,1.0,,,,,
BANCO SANTANDER SA NEW YORK BRANCH,20,0,4,2022,NY,NEW YORK,83.0,20,1.0,,,,,
TETRASCIENCE INC,8,0,5,2023,MA,BOSTON,83.0,8,1.0,,,,,
SOUTHWEST GAS CORPORATION,20,0,4,2022,NV,LAS VEGAS,83.0,20,1.0,SOUTHWEST GAS CORPORATION,"Sr. Analyst/Tecnology Infrastructure , Supervisor/Sap/Applications, Sr. Analyst/Technology Infrastructure",130000.0,3.0,Software & IT
FUGEN IT SOLUTIONS INC,20,0,4,2023,NJ,PRINCETON,83.0,20,1.0,FUGEN IT SOLUTIONS INC,Java / Camunda Developer,75000.0,1.0,Software & IT
NNIT INC,8,0,5,2023,NJ,PRINCETON,83.0,8,1.0,,,,,
MUBEA TAILOR ROLLED BLANKS LLC,8,0,5,2023,KY,FLORENCE,83.0,8,1.0,,,,,
SOUTHERN NEW HAMPSHIRE UNIVERSITY,19,1,5,2023,NH,MANCHESTER,83.0,20,0.95,SOUTHERN NEW HAMPSHIRE UNIVERSITY,Python Developer,100000.0,1.0,Software & IT
CODE ACUITY INC,20,0,4,2023,MD,ROCKVILLE,83.0,20,1.0,,,,,
JILL ACQUISITION LLC,20,0,4,2023,MA,QUINCY,83.0,20,1.0,JILL ACQUISITION LLC,"Manager E-Commerce Solutions, Lead E-Commerce Developer Java",165212.0,2.0,Management
DANIEL J EDELMAN INC,20,0,4,2022,IL,CHICAGO,83.0,20,1.0,,,,,
CYBERSOFT TECHNOLOGIES INC,44,5,5,2023,TX,HOUSTON,83.0,49,0.898,,,,,
MACONIT INC,8,0,5,2023,VA,RICHMOND,83.0,8,1.0,,,,,
REALTIMEBOARD INC DBA MIRO,8,0,5,2023,CA,SAN FRANCISCO,83.0,8,1.0,,,,,
FIVES CINETIC CORP,8,0,5,2023,MI,FARMINGTON HILLS,83.0,8,1.0,,,,,
GLOBAL SOFT TECHNOLOGIES LLC,63,9,5,2023,NY,NEW YORK,83.0,72,0.875,GLOBAL SOFT TECHNOLOGIES LLC,Computer Programmer,60000.0,1.0,Software & IT
UCB BIOSCIENCES INC,8,0,5,2023,NC,RALEIGH,83.0,8,1.0,,,,,
INGENICO INC,19,1,5,2023,GA,ALPHARETTA,83.0,20,0.95,,,,,
STAMPS COM INC,47,0,3,2022,CA,EL SEGUNDO,83.0,47,1.0,,,,,
AMERICAS CHOICE HOME CARE INC,8,0,5,2023,MI,CLINTON TOWNSHIP,83.0,8,1.0,,,,,
DOMTAR PAPER COMPANY LLC,8,0,5,2023,SC,FORT MILL,83.0,8,1.0,DOMTAR PAPER COMPANY LLC,Senior Functional Analyst - Sap Bw,109000.0,1.0,Software & IT
GILBANE BUILDING COMPANY,8,0,5,2023,RI,PROVIDENCE,83.0,8,1.0,,,,,
SP0N INC,20,0,4,2022,NY,NEW YORK,83.0,20,1.0,,,,,
TECHIE BRAINS INCORPORATED,42,2,4,2023,IL,NORMAL,83.0,44,0.955,TECHIE BRAINS INCORPORATED,DevOps Engineer,101192.0,5.0,Software & IT
LUMIUM DESIGN INC,8,0,5,2023,CA,SAN JOSE,83.0,8,1.0,,,,,
DIGITAL SOFTWARE INC,19,1,5,2023,TX,SAN ANTONIO,83.0,20,0.95,,,,,
LIPPERT COMPONENTS INC,19,1,5,2023,IN,ELKHART,83.0,20,0.95,,,,,
LITTLE CAESAR ENTERPRISES INC,19,1,5,2023,MI,DETROIT,83.0,20,0.95,,,,,
LITTELFUSE INC,19,1,5,2023,IL,CHICAGO,83.0,20,0.95,,,,,
JAVELIN DIRECT INC,8,0,5,2023,TX,IRVING,83.0,8,1.0,,,,,
BARRY CALLEBAUT USA LLC,8,0,5,2023,IL,CHICAGO,83.0,8,1.0,,,,,
DESERVE INC,20,0,4,2023,CA,PALO ALTO,83.0,20,1.0,,,,,
RESOURCES FOR THE FUTURE,8,0,5,2023,DC,WASHINGTON,83.0,8,1.0,RESOURCES FOR THE FUTURE,Fellow (Political Economist),145000.0,1.0,Data & Research
CLOUDREACH INC,20,0,4,2022,NY,NEW YORK,83.0,20,1.0,,,,,
COGNISOFT TECHNOLOGIES LLC,63,9,5,2023,NJ,CINNAMINSON,83.0,72,0.875,COGNISOFT TECHNOLOGIES LLC,Tableau Production Support Engineer,85301.0,1.0,Software & IT
HEARST MAGAZINE MEDIA INC,19,1,5,2023,NY,NEW YORK,83.0,20,0.95,,,,,
AFFINIPAY LLC,8,0,5,2023,TX,AUSTIN,83.0,8,1.0,,,,,
GREELEY AND HANSEN LLC,20,0,4,2022,IL,CHICAGO,83.0,20,1.0,,,,,
DAVIS VISION INC,8,0,5,2023,TX,SAN ANTONIO,83.0,8,1.0,,,,,
ADVANCED CELL DIAGNOSTICS INC,8,0,5,2023,CA,NEWARK,83.0,8,1.0,,,,,
HR GREEN INC,8,0,5,2023,IA,CEDAR RAPIDS,83.0,8,1.0,,,,,
TAYLOR UNIVERSITY,8,0,5,2023,IN,UPLAND,83.0,8,1.0,TAYLOR UNIVERSITY,Assistant Professor Of Computer Science ,62000.0,1.0,Education
DEVCON CONSTRUCTION INC,8,0,5,2023,CA,MILPITAS,83.0,8,1.0,,,,,
GOLDEN RULE SCHOOLS INC,20,0,4,2022,TX,DALLAS,83.0,20,1.0,,,,,
AFFECTIVA INC,20,0,4,2022,MA,BOSTON,83.0,20,1.0,,,,,
BRONSON METHODIST HOSPITAL,20,0,4,2022,MI,KALAMAZOO,83.0,20,1.0,BRONSON METHODIST HOSPITAL,Medical Technologist,67412.0,1.0,Healthcare
EATON VANCE MANAGEMENT,8,0,5,2023,MA,BOSTON,83.0,8,1.0,,,,,
ASCENTAGE PHARMA GROUP INC,8,0,5,2023,MD,ROCKVILLE,83.0,8,1.0,,,,,
DEGENKOLB ENGINEERS,8,0,5,2023,CA,SAN FRANCISCO,83.0,8,1.0,DEGENKOLB ENGINEERS,Designer,101878.0,1.0,Engineering
VITRO FLAT GLASS LLC,8,0,5,2023,PA,CHESWICK,83.0,8,1.0,,,,,
VEROS REAL ESTATE SOLUTIONS LLC,19,1,5,2023,CA,SANTA ANA,83.0,20,0.95,,,,,
TRUEFORT INC,8,0,5,2023,NJ,WEEHAWKEN,83.0,8,1.0,,,,,
INFORMATION DATA SYSTEMS INC,19,1,5,2023,MI,TROY,83.0,20,0.95,,,,,
ASCLEPIUS SOLUTIONS INC,8,0,5,2023,MD,KENSINGTON,83.0,8,1.0,,,,,
GCP APPLIED TECHNOLOGIES INC,20,0,4,2022,MA,CAMBRIDGE,83.0,20,1.0,,,,,
NETGROUP INC,8,0,5,2023,NC,GREENSBORO,83.0,8,1.0,,,,,
QUADIENT INC,20,0,4,2023,CT,MILFORD,83.0,20,1.0,,,,,
PARKMOBILE USA INC,8,0,5,2023,GA,ATLANTA,83.0,8,1.0,,,,,
SANFORD RESEARCH,19,1,5,2023,SD,SIOUX FALLS,83.0,20,0.95,SANFORD RESEARCH,Compliance Specialist,64480.0,2.0,Finance & Business
SOLVEDA LLC,19,1,5,2023,NY,MINEOLA,83.0,20,0.95,SOLVEDA LLC,"Solutions Architect, Software Engineer",122450.0,3.0,Software & IT
RESOURCE POINT LLC,49,6,5,2023,MI,TROY,83.0,55,0.891,,,,,
TCF NATIONAL BANK,61,1,3,2021,MN,PLYMOUTH,83.0,62,0.984,,,,,
DENTAL DREAMS PLLC,20,0,4,2022,IL,CHICAGO,83.0,20,1.0,,,,,
SPIRIT PHARMACEUTICALS LLC,8,0,5,2023,NY,RONKONKOMA,83.0,8,1.0,,,,,
INDIVIOR INC,19,1,5,2023,VA,RICHMOND,83.0,20,0.95,,,,,
AFFIRMED NETWORKS INC,47,0,3,2021,MA,ACTON,83.0,47,1.0,,,,,
HOLLAND AMERICA LINE N V,20,0,4,2023,CA,SANTA CLARITA,83.0,20,1.0,,,,,
DICTIONARY COM LLC,8,0,5,2023,CA,OAKLAND,83.0,8,1.0,,,,,
ZEST CONSULTING LLC,8,0,5,2023,CA,PLEASANTON,83.0,8,1.0,ZEST CONSULTING LLC,"Global Vp, Finance And Strategy",450000.0,1.0,Management
NEW JERSEY REHAB EXPERTS LLC,8,0,5,2023,NJ,JERSEY CITY,83.0,8,1.0,,,,,
SUN CHEMICAL CORPORATION,8,0,5,2023,NJ,PARSIPPANY,83.0,8,1.0,,,,,
WABASH NATIONAL CORPORATION,20,0,4,2022,IN,LAFAYETTE,83.0,20,1.0,WABASH NATIONAL CORPORATION,"Strategic Sourcing Specialist, Senior It Erp Administrator",71188.0,2.0,Finance & Business
LIBERTY MUTUAL GROUP ASSET MGT INC,20,0,4,2022,MA,BOSTON,83.0,20,1.0,,,,,
DIGITAL INFUZION INC,20,0,4,2022,MD,GAITHERSBURG,83.0,20,1.0,,,,,
TEKNISMART SOLUTIONS INC,49,6,5,2023,TX,PLANO,83.0,55,0.891,TEKNISMART SOLUTIONS INC,Software Engineer,100630.0,2.0,Software & IT
EXMAR OFFSHORE COMPANY,8,0,5,2023,TX,HOUSTON,83.0,8,1.0,,,,,
UNIVERSAL IT PROFESSIONALS LLC,20,0,4,2023,TX,HOUSTON,83.0,20,1.0,,,,,
RCR TECHNOLOGY CORPORATION,44,5,5,2023,IN,INDIANAPOLIS,83.0,49,0.898,,,,,
VISITING NURSE SERVICE OF NEW YORK,20,0,4,2022,NY,NEW YORK,83.0,20,1.0,VISITING NURSE SERVICE OF NEW YORK,"Systems Analyst, Solutions Architect",133150.0,4.0,Software & IT
INDUS USA INC,106,20,5,2023,TX,HOUSTON,83.0,126,0.841,INDUS USA INC,"Electronics Engineer, Mechanical Engineer, Network Engineer, Design Engineer / Mechanical Engineer",77636.0,6.0,Engineering
TILTING POINT MEDIA LLC,20,0,4,2022,NY,NEW YORK,83.0,20,1.0,,,,,
GREENMAN PEDERSEN INC,20,0,4,2023,NY,BABYLON,83.0,20,1.0,,,,,
KIBO SOFTWARE INC,19,1,5,2023,TX,DALLAS,83.0,20,0.95,,,,,
STEBR INC,8,0,5,2023,CA,SAN JOSE,83.0,8,1.0,,,,,
HFC PRESTIGE PRODUCTS INC,8,0,5,2023,NY,NEW YORK,83.0,8,1.0,,,,,
LACTALIS AMERICAN GROUP INC,19,1,5,2023,NY,NEW YORK,83.0,20,0.95,,,,,
TECH CLUB INC,20,0,4,2023,IL,LINCOLNSHIRE,83.0,20,1.0,,,,,
LINDT & SPRUNGLI NORTH AMERICA INC,20,0,4,2023,MO,KANSAS CITY,83.0,20,1.0,,,,,
TTE TECHNOLOGY INC,8,0,5,2023,CA,CORONA,83.0,8,1.0,,,,,
UNIVERSAL ROBOTICS INC,8,0,5,2023,TN,NASHVILLE,83.0,8,1.0,,,,,
GITHUB INC,49,6,5,2023,CA,SAN FRANCISCO,83.0,55,0.891,,,,,
MERCY CLINIC FORT SMITH COMMUNITIE,20,0,4,2022,AR,FORT SMITH,83.0,20,1.0,,,,,
YD HARDWOOD FLOORS USA INC,8,0,5,2023,PA,PHILADELPHIA,83.0,8,1.0,YD HARDWOOD FLOORS USA INC,Market Specialist,44824.0,1.0,Finance & Business
LS POWER DEVELOPMENT LLC,8,0,5,2023,NJ,EAST BRUNSWICK,83.0,8,1.0,,,,,
SUTONG TIRE RESOURCES INC,8,0,5,2023,TX,HOCKLEY,83.0,8,1.0,,,,,
OHMSHIV CONSTRUCTION LLC,8,0,5,2023,GA,LAWRENCEVILLE,83.0,8,1.0,,,,,
TECH FABRIC LLC,19,1,5,2023,AZ,GILBERT,83.0,20,0.95,TECH FABRIC LLC,Application Engineer Ii,90000.0,1.0,Engineering
BUNGE GLOBAL MARKETS INC,8,0,5,2023,MO,CHESTERFIELD,83.0,8,1.0,,,,,
NATIONAL RUBBER CORPORATION,20,0,4,2023,PA,CANONSBURG,83.0,20,1.0,NATIONAL RUBBER CORPORATION,"Plc Programmer, Software Engineer",63825.0,2.0,Software & IT
OLR AMERICA INC,8,0,5,2023,MN,MINNEAPOLIS,83.0,8,1.0,,,,,
INNOVATIONS FOR POVERTY ACTION,8,0,5,2023,DC,WASHINGTON,83.0,8,1.0,,,,,
GETTY IMAGES US INC,8,0,5,2023,NY,NEW YORK,83.0,8,1.0,,,,,
EXTENDSEC LLC,8,0,5,2023,CA,CHINO HILLS,83.0,8,1.0,,,,,
PING INC,8,0,5,2023,AZ,PHOENIX,83.0,8,1.0,,,,,
CINTRA US SERVICES LLC,20,0,4,2022,TX,AUSTIN,83.0,20,1.0,,,,,
PERFECT DAY INC,19,1,5,2023,CA,BERKELEY,83.0,20,0.95,,,,,
MASTER INFORMATIX SYSTEMS INC,19,1,5,2023,VA,STERLING,83.0,20,0.95,,,,,
MIDDLESEX HOSPITAL,8,0,5,2023,CT,MIDDLETOWN,83.0,8,1.0,MIDDLESEX HOSPITAL,"Endocrinologist, Medical Technologist",150186.0,2.0,Healthcare
ANYSCALE INC,20,0,4,2023,CA,BERKELEY,83.0,20,1.0,,,,,
PETSMART INC,60,1,3,2021,AZ,PHOENIX,83.0,61,0.984,,,,,
MEDICAL DEVICE BUSINESS SVCS INC,20,0,4,2022,NJ,NEW BRUNSWICK,83.0,20,1.0,,,,,
PHOENIX CONTACT USA INC,8,0,5,2023,PA,MIDDLETOWN,83.0,8,1.0,,,,,
AQUASIGHT LLC,8,0,5,2023,MI,TROY,83.0,8,1.0,,,,,
THE MOST GROUP INC,61,1,3,2022,IL,AURORA,83.0,62,0.984,,,,,
CREATIVE SYNERGIES GROUP LLC,19,1,5,2023,MI,OKEMOS,83.0,20,0.95,,,,,
CHI CONSULTING ENGINEERS LLC,8,0,5,2023,NJ,SUMMIT,83.0,8,1.0,,,,,
MATTSON TECHNOLOGY INC,20,0,4,2023,CA,FREMONT,83.0,20,1.0,,,,,
STREAMVECTOR INC D B A SIGMOID ANA,20,0,4,2022,CA,SANTA CLARA,83.0,20,1.0,,,,,
ROCKET HOMES REAL ESTATE LLC,20,0,4,2023,MI,DETROIT,83.0,20,1.0,,,,,
PEPSICO SALES INC,8,0,5,2023,NY,PURCHASE,83.0,8,1.0,,,,,
TECHNOSOFT CORPORATION DBA APEXON,158,4,2,2023,MI,SOUTHFIELD,83.0,162,0.975,,,,,
INTERSECT ENT INC,20,0,4,2022,CA,MENLO PARK,83.0,20,1.0,,,,,
HATHAWAY DINWIDDIE CONSTRUCTION CO,42,2,4,2022,CA,SAN FRANCISCO,83.0,44,0.955,,,,,
CHEN TECH LLC,57,4,4,2022,FL,MIAMI,83.0,61,0.934,,,,,
TECHNO PRO SOLUTIONS INC,44,5,5,2023,NJ,POMPTON PLAINS,83.0,49,0.898,,,,,
IRON OX INC,8,0,5,2023,CA,SAN CARLOS,83.0,8,1.0,,,,,
MIMECAST NORTH AMERICA INC,8,0,5,2023,MA,LEXINGTON,83.0,8,1.0,,,,,
FINNEGAN HENDERSON FARABOW GARRETT,20,0,4,2022,DC,WASHINGTON,83.0,20,1.0,,,,,
STIRA PHARMACEUTICALS LLC,20,0,4,2023,NJ,FAIRFIELD,83.0,20,1.0,STIRA PHARMACEUTICALS LLC,"Qc Analyst, Analytical Scientist",65000.0,3.0,Data & Research
FIELDWIRELABS INC,20,0,4,2022,CA,SAN FRANCISCO,83.0,20,1.0,,,,,
INTERMEDIA NET INC,8,0,5,2023,CA,SUNNYVALE,83.0,8,1.0,,,,,
CHANEL INC,19,1,5,2023,NY,NEW YORK,83.0,20,0.95,,,,,
MOBILITYWARE INC,19,1,5,2023,CA,IRVINE,83.0,20,0.95,,,,,
UNIFIRST CORPORATION,8,0,5,2023,MA,WILMINGTON,83.0,8,1.0,UNIFIRST CORPORATION,Controls Engineer,95450.0,1.0,Engineering
FRAUNHOFER USA INC,19,1,5,2023,MI,PLYMOUTH,83.0,20,0.95,,,,,
UPMC ALTOONA,20,0,4,2022,PA,PITTSBURGH,83.0,20,1.0,,,,,
FIDDLER LABS INC,20,0,4,2023,CA,PALO ALTO,83.0,20,1.0,,,,,
APPLIED UNDERWRITERS INC,8,0,5,2023,NE,OMAHA,83.0,8,1.0,,,,,
MEAD JOHNSON COMPANY LLC,19,1,5,2023,IL,CHICAGO,83.0,20,0.95,,,,,
CLIENTSERVER TECH SOLUTIONS LLC,47,0,3,2022,NJ,ISELIN,83.0,47,1.0,,,,,
COOPERATIEVE RABOBANK UA,20,0,4,2022,NY,NEW YORK,83.0,20,1.0,,,,,
MOEN INCORPORATED,20,0,4,2022,OH,NORTH OLMSTED,83.0,20,1.0,,,,,
PERFORMANT RECOVERY INC,8,0,5,2023,CA,LIVERMORE,83.0,8,1.0,,,,,
RLI INSURANCE COMPANY,19,1,5,2023,IL,PEORIA,83.0,20,0.95,RLI INSURANCE COMPANY,"Software Engineer, QA Engineer",118500.0,6.0,Software & IT
HUMAN RIGHTS FOUNDATION INC,8,0,5,2023,NY,NEW YORK,83.0,8,1.0,,,,,
ALPINE SCHOOL DISTRICT,20,0,4,2022,UT,AMERICAN FORK,83.0,20,1.0,ALPINE SCHOOL DISTRICT,Advanced World Language Teacher [Spanish,72765.0,1.0,Education
INTERSOFT DATA LABS INC,42,2,4,2022,MD,COLUMBIA,83.0,44,0.955,,,,,
APARTMENT LIST INC,20,0,4,2022,CA,SAN FRANCISCO,83.0,20,1.0,,,,,
COTTEY COLLEGE,8,0,5,2023,MO,NEVADA,83.0,8,1.0,,,,,
THE NASSAU COMPANIES OF NEW YORK,20,0,4,2023,CT,HARTFORD,83.0,20,1.0,,,,,
S C ELECTRIC COMPANY,20,0,4,2022,IL,CHICAGO,83.0,20,1.0,,,,,
ASHLEY FURNITURE INDUSTRIES INC,45,0,3,2021,WI,ARCADIA,82.9,45,1.0,,,,,
CHERRYROAD TECHNOLOGIES INC,32,1,4,2023,NJ,MORRIS PLAINS,82.9,33,0.97,,,,,
