employer,total_approvals,total_denials,years_active,latest_year,state,city,sponsor_score,total_petitions,approval_rate
SNOWFLAKE INC,525,4,4,2023,CA,SAN MATEO,94.2,529,0.992
TUFTS UNIVERSITY,231,2,5,2023,MA,BOSTON,94.2,233,0.991
SAVIYNT INC,255,4,5,2023,CA,EL SEGUNDO,94.2,259,0.985
MEDIDATA SOLUTIONS INC,269,5,5,2023,NY,NEW YORK,94.2,274,0.982
JABIL INC,228,2,5,2023,FL,SAINT PETERSBURG,94.2,230,0.991
CLOUDFLARE INC,243,3,5,2023,CA,SAN FRANCISCO,94.2,246,0.988
ACTIVISION PUBLISHING INC,231,2,5,2023,CA,SANTA MONICA,94.2,233,0.991
TEXAS A&M AGRILIFE RESEARCH,278,6,5,2023,TX,COLLEGE STATION,94.2,284,0.979
ARCHER DANIELS MIDLAND COMPANY,254,4,5,2023,IL,DECATUR,94.2,258,0.984
OVERSTOCK COM INC,265,5,5,2023,UT,MIDVALE,94.2,270,0.981
NYU GROSSMAN SCHOOL OF MEDICINE,482,1,4,2023,NY,NEW YORK,94.2,483,0.998
CITY NATIONAL BANK,214,1,5,2023,CA,LOS ANGELES,94.2,215,0.995
KEYSIGHT TECHNOLOGIES INC,332,11,5,2023,CA,SANTA ROSA,94.2,343,0.968
ICAHN SCHOOL OF MEDICINE AT MOUNT,571,8,4,2022,NY,NEW YORK,94.2,579,0.986
ZENDESK INC,260,5,5,2023,CA,SAN FRANCISCO,94.1,265,0.981
LARSEN AND TOUBRO INFOTECH LIMITED,5276,268,4,2022,NJ,EDISON,94.1,5544,0.952
MAPLEBEAR INC D/B/A INSTACART,491,3,4,2023,CA,SAN FRANCISCO,94.1,494,0.994
FACTSET RESEARCH SYSTEMS INC,335,12,5,2023,CT,NORWALK,94.1,347,0.965
SMITH & NEPHEW INC,235,3,5,2023,TN,MEMPHIS,94.1,238,0.987
QORVO US INC,263,5,5,2023,OR,HILLSBORO,94.1,268,0.981
BRISTOL MYERS SQUIBB COMPANY,509,4,4,2023,NJ,PRINCETON,94.1,513,0.992
STANFORD HEALTH CARE,247,4,5,2023,CA,PALO ALTO,94.1,251,0.984
COPART INC,286,7,5,2023,TX,DALLAS,94.1,293,0.976
SCHNEIDER ELECTRIC USA INC,391,18,5,2023,MA,BOSTON,94.1,409,0.956
DASSAULT SYSTEMES SIMULIA CORP,244,4,5,2023,RI,JOHNSTON,94.0,248,0.984
BANK OF THE WEST,359,15,5,2023,CA,SAN RAMON,94.0,374,0.96
SHIPT INC,192,0,5,2023,AL,BIRMINGHAM,94.0,192,1.0
JACOBS ENGINEERING GROUP INC,308,10,5,2023,TX,HOUSTON,94.0,318,0.969
PELOTON INTERACTIVE INC,265,6,5,2023,NY,NEW YORK,94.0,271,0.978
SIEMENS INDUSTRY INC,311,10,5,2023,FL,ORLANDO,94.0,321,0.969
COMTRIX SOLUTIONS INC,279,7,5,2023,VA,ALDIE,94.0,286,0.976
PFIZER INC,258,5,5,2023,NY,NEW YORK,94.0,263,0.981
NOBLESOFT SOLUTIONS INC,349,14,5,2023,PA,LANGHORNE,94.0,363,0.961
THE SCRIPPS RESEARCH INSTITUTE,192,0,5,2023,CA,LA JOLLA,94.0,192,1.0
ALIGN TECHNOLOGY INC,189,0,5,2023,CA,SAN JOSE,94.0,189,1.0
RAYMOND JAMES & ASSOCIATES INC,265,6,5,2023,FL,SAINT PETERSBURG,94.0,271,0.978
MOLEX LLC,254,5,5,2023,IL,LISLE,94.0,259,0.981
RUSH UNIVERSITY MEDICAL CENTER,246,4,5,2023,IL,CHICAGO,94.0,250,0.984
NESS USA INC,508,34,5,2023,PA,CANONSBURG,94.0,542,0.937
MARSHFIELD CLINIC,260,6,5,2023,WI,MARSHFIELD,93.9,266,0.977
THE SPHERE INSTITUTE,333,13,5,2023,CA,BURLINGAME,93.9,346,0.962
OKLAHOMA STATE UNIVERSITY,253,5,5,2023,OK,STILLWATER,93.9,258,0.981
MARQETA INC,229,3,5,2023,CA,OAKLAND,93.9,232,0.987
UNITY TECHNOLOGIES SF,224,3,5,2023,CA,SAN FRANCISCO,93.9,227,0.987
MAIMONIDES MEDICAL CENTER,227,3,5,2023,NY,BROOKLYN,93.9,230,0.987
YASH TECHNOLOGIES INC,667,60,5,2023,IL,EAST MOLINE,93.9,727,0.917
ATLASSIAN INC,579,12,4,2022,CA,MOUNTAIN VIEW,93.9,591,0.98
FREEDOM MORTGAGE CORPORATION,240,4,5,2023,NJ,MOUNT LAUREL,93.9,244,0.984
PRICELINE.COM LLC,215,2,5,2023,CT,NORWALK,93.9,217,0.991
SIEMENS MEDICAL SOLUTIONS USA INC,292,9,5,2023,FL,ORLANDO,93.9,301,0.97
SIEMENS INDUSTRY SOFTWARE INC,525,7,4,2023,TX,PLANO,93.9,532,0.987
BROWN UNIVERSITY,295,9,5,2023,RI,PROVIDENCE,93.9,304,0.97
PITNEY BOWES INC,185,0,5,2023,CT,SHELTON,93.9,185,1.0
UNIVERSITY OF DELAWARE,196,1,5,2023,DE,NEWARK,93.8,197,0.995
OREGON STATE UNIVERSITY,289,9,5,2023,OR,CORVALLIS,93.8,298,0.97
SIEMENS ENERGY INC,308,11,5,2023,FL,ORLANDO,93.8,319,0.966
ALTAIR ENGINEERING INC,208,2,5,2023,MI,TROY,93.8,210,0.99
MATCH GROUP LLC,233,4,5,2023,TX,DALLAS,93.8,237,0.983
THE UNIVERSITY OF GEORGIA OIE,318,12,5,2023,GA,ATHENS,93.8,330,0.964
IQVIA RDS INC,236,4,5,2023,NC,DURHAM,93.8,240,0.983
FIRST TEK INC,563,45,5,2023,NJ,PISCATAWAY,93.8,608,0.926
CLEMSON UNIVERSITY,279,8,5,2023,SC,CLEMSON,93.8,287,0.972
HEALTH CARE SERVICE CORPORATION,337,14,5,2023,IL,CHICAGO,93.8,351,0.96
EPIC SYSTEMS CORPORATION,297,10,5,2023,WI,VERONA,93.8,307,0.967
VARIAN MEDICAL SYSTEMS INC,246,5,5,2023,CA,PALO ALTO,93.8,251,0.98
CA INC,377,19,5,2023,CA,SAN JOSE,93.8,396,0.952
TIBCO SOFTWARE INC,380,19,5,2023,CA,PALO ALTO,93.8,399,0.952
LEIDOS INC,268,7,5,2023,VA,RESTON,93.8,275,0.975
HERE NORTH AMERICA LLC,309,11,5,2023,IL,CHICAGO,93.8,320,0.966
RSM US LLP,308,11,5,2023,IL,CHICAGO,93.8,319,0.966
ERNST YOUNG US LLP,9931,553,4,2023,NJ,SECAUCUS,93.8,10484,0.947
UNIVERSITY OF CALIFORNIA RIVERSIDE,291,10,5,2023,CA,RIVERSIDE,93.7,301,0.967
MICROSTRATEGY INCORPORATED,291,10,5,2023,VA,TYSONS CORNER,93.7,301,0.967
UNIVERSITY OF NEW MEXICO,250,6,5,2023,NM,ALBUQUERQUE,93.7,256,0.977
DATAQUAD INC,228,4,5,2023,TX,HOUSTON,93.7,232,0.983
NORTHWESTERN MEMORIAL HEALTHCARE,218,3,5,2023,IL,CHICAGO,93.7,221,0.986
EARLY WARNING SERVICES LLC,203,2,5,2023,AZ,SCOTTSDALE,93.7,205,0.99
MAJESCO,241,5,5,2023,NJ,MORRISTOWN,93.7,246,0.98
GE PRECISION HEALTHCARE LLC,190,1,5,2023,CT,NORWALK,93.7,191,0.995
DIDI RESEARCH AMERICA LLC,253,6,5,2023,CA,MOUNTAIN VIEW,93.7,259,0.977
MISSISSIPPI STATE UNIVERSITY,242,5,5,2023,MS,MISSISSIPPI STATE,93.7,247,0.98
ALTAIR PRODUCTDESIGN INC,549,44,5,2023,MI,TROY,93.7,593,0.926
LULULEMON USA INC,174,0,5,2023,WA,SEATTLE,93.7,174,1.0
AURIS HEALTH INC,201,2,5,2023,CA,REDWOOD CITY,93.7,203,0.99
ANAPLAN INC,217,3,5,2023,CA,SAN FRANCISCO,93.7,220,0.986
PAYPAL DATA SERVICES INC,185,1,5,2023,TX,AUSTIN,93.6,186,0.995
ST BARNABAS HOSPITAL,199,2,5,2023,NY,BRONX,93.6,201,0.99
CNH INDUSTRIAL AMERICA LLC,186,1,5,2023,WI,RACINE,93.6,187,0.995
LEXISNEXIS RISK SOLUTIONS INC,210,3,5,2023,GA,ALPHARETTA,93.6,213,0.986
INVESCO GROUP SERVICES INC,213,3,5,2023,TX,HOUSTON,93.6,216,0.986
WELLINGTON MANAGEMENT COMPANY LLP,317,13,5,2023,MA,BOSTON,93.6,330,0.961
DAVITA INC,267,8,5,2023,IL,BRENTWOOD,93.6,275,0.971
QUINNOX INC,169,0,5,2023,IL,CHICAGO,93.6,169,1.0
RINGCENTRAL INC,266,8,5,2023,CA,BELMONT,93.6,274,0.971
THE JACKSON LABORATORY,224,4,5,2023,ME,BAR HARBOR,93.6,228,0.982
SEAGATE US LLC,213,3,5,2023,CA,FREMONT,93.6,216,0.986
TECHDATA SERVICE COMPANY LLC,304,12,5,2023,PA,KING OF PRUSSIA,93.6,316,0.962
QUANTIPHI INC,222,4,5,2023,MA,MARLBOROUGH,93.6,226,0.982
XORIANT CORPORATION,777,84,5,2023,CA,SUNNYVALE,93.6,861,0.902
EPSILON DATA MANAGEMENT LLC,476,6,4,2023,TX,IRVING,93.6,482,0.988
SQUARE INC,583,16,4,2022,CA,SAN FRANCISCO,93.5,599,0.973
VIRGINIA COMMONWEALTH UNIVERSITY,262,8,5,2023,VA,RICHMOND,93.5,270,0.97
VERITAS TECHNOLOGIES LLC,326,15,5,2023,CA,SANTA CLARA,93.5,341,0.956
WEILL CORNELL MEDICAL COLLEGE,547,13,4,2022,NY,NEW YORK,93.5,560,0.977
CRA INTERNATIONAL INC,219,4,5,2023,MA,BOSTON,93.5,223,0.982
AFFIRM INC,308,13,5,2023,CA,SAN FRANCISCO,93.5,321,0.96
EVEREST CONSULTING GROUP INC,292,11,5,2023,NJ,EDISON,93.5,303,0.964
BARCLAYS BANK DELAWARE,179,1,5,2023,NY,NEW YORK,93.5,180,0.994
SYSTECHCORP INC,253,7,5,2023,NJ,SOUTH PLAINFIELD,93.5,260,0.973
RENSSELAER POLYTECHNIC INSTITUTE,220,4,5,2023,NY,TROY,93.5,224,0.982
GARTNER INC,385,22,5,2023,CT,STAMFORD,93.5,407,0.946
ANALYSIS GROUP INC,300,12,5,2023,MA,BOSTON,93.5,312,0.962
ZEBRA TECHNOLOGIES CORPORATION,281,10,5,2023,IL,LINCOLNSHIRE,93.5,291,0.966
PROSPER MARKETPLACE INC,165,0,5,2023,CA,SAN FRANCISCO,93.5,165,1.0
WILLIAM BEAUMONT HOSPITAL,206,3,5,2023,MI,SOUTHFIELD,93.5,209,0.986
HOMESITE GROUP INC,272,9,5,2023,MA,BOSTON,93.5,281,0.968
BNP PARIBAS RCC INC,193,2,5,2023,NJ,JERSEY CITY,93.5,195,0.99
INTELLIGRATED SERVICES LLC,188,2,5,2023,NJ,MORRIS PLAINS,93.4,190,0.989
TANISHA SYSTEMS INC,332,16,5,2023,NJ,ISELIN,93.4,348,0.954
TEKSYSTEMS GLOBAL SERVICES LLC,278,10,5,2023,MD,HANOVER,93.4,288,0.965
HOUZZ INC,174,1,5,2023,CA,PALO ALTO,93.4,175,0.994
SILICON LABORATORIES INC,162,0,5,2023,TX,AUSTIN,93.4,162,1.0
DPR CONSTRUCTION,265,9,5,2023,CA,REDWOOD CITY,93.4,274,0.967
DEXCOM INC,213,4,5,2023,CA,SAN DIEGO,93.4,217,0.982
TE CONNECTIVITY CORPORATION,237,6,5,2023,PA,BERWYN,93.4,243,0.975
DATAEDGE INC,258,8,5,2023,IL,ITASCA,93.4,266,0.97
DASSAULT SYSTEMES AMERICAS CORP,279,10,5,2023,MA,WALTHAM,93.4,289,0.965
INTEL FEDERAL LLC,187,2,5,2023,AZ,CHANDLER,93.4,189,0.989
RENESAS ELECTRONICS AMERICA INC,215,4,5,2023,CA,MILPITAS,93.4,219,0.982
ASTIR IT SOLUTIONS INC,377,22,5,2023,NJ,SOUTH PLAINFIELD,93.4,399,0.945
FACTORY MUTUAL INSURANCE COMPANY,169,1,5,2023,RI,JOHNSTON,93.3,170,0.994
GEISINGER CLINIC,223,5,5,2023,PA,DANVILLE,93.3,228,0.978
RAAS INFOTEK LLC,158,0,5,2023,DE,NEWARK,93.3,158,1.0
CROWDSTRIKE INC,183,2,5,2023,CA,SUNNYVALE,93.3,185,0.989
AUTOZONE INC,211,4,5,2023,TN,MEMPHIS,93.3,215,0.981
GEODIS LOGISTICS LLC,222,5,5,2023,TN,BRENTWOOD,93.3,227,0.978
NBCUNIVERSAL MEDIA LLC,210,4,5,2023,NY,NEW YORK,93.3,214,0.981
OPORTUN INC,223,5,5,2023,CA,SAN CARLOS,93.3,228,0.978
MONGODB INC,196,3,5,2023,NY,NEW YORK,93.3,199,0.985
QUADRANT RESOURCE LLC,347,19,5,2023,NJ,NEPTUNE,93.3,366,0.948
SEI INVESTMENTS COMPANY,199,3,5,2023,PA,OAKS,93.3,202,0.985
GUARDANT HEALTH INC,185,2,5,2023,CA,REDWOOD CITY,93.3,187,0.989
V SOFT CONSULTING GROUP INC,684,72,5,2023,KY,LOUISVILLE,93.3,756,0.905
UNIVERSITY OF ARKANSAS,206,4,5,2023,AR,FAYETTEVILLE,93.2,210,0.981
FOOT LOCKER CORPORATE SERVICES INC,182,2,5,2023,NY,NEW YORK,93.2,184,0.989
CITIBANK N A,1405,18,3,2022,NY,NEW YORK,93.2,1423,0.987
ZUORA INC,217,5,5,2023,CA,REDWOOD CITY,93.2,222,0.977
ACCENTURE LLP,11703,1486,5,2023,IL,CHICAGO,93.2,13189,0.887
COUPA SOFTWARE INC,166,1,5,2023,CA,SAN MATEO,93.2,167,0.994
THE NIELSEN COMPANY US LLC,417,5,4,2023,NY,NEW YORK,93.2,422,0.988
BREX INC,167,1,5,2023,CA,SAN FRANCISCO,93.2,168,0.994
CUMMINS EMISSION SOLUTIONS INC,206,4,5,2023,TN,NASHVILLE,93.2,210,0.981
DISCOVERY COMMUNICATIONS LLC,203,4,5,2023,MD,NEW YORK,93.2,207,0.981
PAMTEN INC,344,19,5,2023,NJ,PRINCETON,93.2,363,0.948
V3TECH SOLUTIONS INC,226,6,5,2023,SC,COLUMBIA,93.2,232,0.974
SECURONIX INC,192,3,5,2023,TX,ADDISON,93.2,195,0.985
SAINT LOUIS UNIVERSITY,195,3,5,2023,MO,SAINT LOUIS,93.2,198,0.985
ALIXPARTNERS LLP,236,7,5,2023,MI,SOUTHFIELD,93.2,243,0.971
NUANCE COMMUNICATIONS INC,207,4,5,2023,MA,BURLINGTON,93.2,211,0.981
UNIVERSITY OF LOUISVILLE,191,3,5,2023,KY,LOUISVILLE,93.2,194,0.985
ROCHE SEQUENCING SOLUTIONS INC,148,0,5,2023,CA,SOUTH SAN FRANCISCO,93.1,148,1.0
UNIVERSITY OF SOUTH CAROLINA,176,2,5,2023,SC,COLUMBIA,93.1,178,0.989
TRACTOR SUPPLY COMPANY,176,2,5,2023,TN,BRENTWOOD,93.1,178,0.989
COSTAR REALTY INFORMATION INC,164,1,5,2023,DC,WASHINGTON,93.1,165,0.994
BILINGUALS INC DBA ACHIEVE BEYOND,199,4,5,2023,NY,FOREST HILLS,93.1,203,0.98
GEORGIA STATE UNIVERSITY,148,0,5,2023,GA,ATLANTA,93.1,148,1.0
MORNINGSTAR INC,251,9,5,2023,IL,CHICAGO,93.1,260,0.965
BEACON HILL STAFFING GROUP LLC,314,16,5,2023,MA,BOSTON,93.1,330,0.952
EAST WEST BANK,211,5,5,2023,CA,PASADENA,93.1,216,0.977
NTESS LLC,148,0,5,2023,CA,ALBUQUERQUE,93.1,148,1.0
DIASPARK INC,389,26,5,2023,NJ,EDISON,93.1,415,0.937
SANOFI US SERVICES INC,199,4,5,2023,NJ,BRIDGEWATER,93.1,203,0.98
UL LLC,178,2,5,2023,IL,NORTHBROOK,93.1,180,0.989
DISTRICT OF COLUMBIA PUBLIC SCHOOL,174,2,5,2023,DC,WASHINGTON,93.0,176,0.989
ADIENT US LLC,157,1,5,2023,MI,PLYMOUTH,93.0,158,0.994
ITC INFOTECH USA INC,539,50,5,2023,NJ,PARAMUS,93.0,589,0.915
AGILENT TECHNOLOGIES INC,195,4,5,2023,CA,SANTA CLARA,93.0,199,0.98
D2SOL INC,218,6,5,2023,NC,MORRISVILLE,93.0,224,0.973
NETWORK OBJECTS INC,143,0,5,2023,TX,PLANO,93.0,143,1.0
BILL ME LATER INC,185,3,5,2023,MD,LUTHERVILLE TIMONIUM,93.0,188,0.984
BIO RAD LABORATORIES INC,184,3,5,2023,CA,HERCULES,93.0,187,0.984
PALANTIR TECHNOLOGIES INC,227,7,5,2023,CA,PALO ALTO,93.0,234,0.97
VALEO NORTH AMERICA INC,219,6,5,2023,MI,TROY,93.0,225,0.973
ICONSOFT INC,240,8,5,2023,MA,BURLINGTON,93.0,248,0.968
ZURICH AMERICAN INSURANCE COMPANY,198,4,5,2023,IL,SCHAUMBURG,93.0,202,0.98
MAST TECHNOLOGY SERVICES INC,196,4,5,2023,OH,COLUMBUS,93.0,200,0.98
UNITED HEALTHCARE SERVICES INC,226,7,5,2023,MN,HOPKINS,92.9,233,0.97
COLORADO STATE UNIVERSITY,264,11,5,2023,CO,FORT COLLINS,92.9,275,0.96
EPITEC INC,744,90,5,2023,MI,SOUTHFIELD,92.9,834,0.892
SAMSUNG RESEARCH AMERICA INC,335,1,4,2023,CA,MOUNTAIN VIEW,92.9,336,0.997
AMPERE COMPUTING LLC,139,0,5,2023,CA,SANTA CLARA,92.9,139,1.0
SABRE GLBL INC,368,24,5,2023,TX,SOUTHLAKE,92.9,392,0.939
MORGAN STANLEY CO LLC,479,13,4,2023,NY,NEW YORK,92.9,492,0.974
SMARTSHEET INC,167,2,5,2023,WA,BELLEVUE,92.9,169,0.988
MITCHELL MARTIN INC,488,13,4,2023,NY,NEW YORK,92.9,501,0.974
BOSE CORPORATION,203,5,5,2023,MA,FRAMINGHAM,92.9,208,0.976
GCOM SOFTWARE LLC,236,8,5,2023,MD,ALBANY,92.9,244,0.967
UNIV OF PITTSBURGH PHYSICIANS,272,12,5,2023,PA,PITTSBURGH,92.9,284,0.958
TENDER TOUCH REHAB SERVICES LLC,154,1,5,2023,NJ,LAKEWOOD,92.9,155,0.994
ARCADIS U S INC,233,8,5,2023,CO,LITTLETON,92.9,241,0.967
CDW LLC,153,1,5,2023,IL,VERNON HILLS,92.9,154,0.994
SAVANNAH CHATHAM COUNTY PUBLIC SCH,437,9,4,2023,GA,SAVANNAH,92.9,446,0.98
THE UNIVERSITY OF TEXAS AT DALLAS,213,6,5,2023,TX,RICHARDSON,92.9,219,0.973
LORHAN CORPORATION INC,353,22,5,2023,NJ,MIDDLESEX,92.9,375,0.941
STRATEGIC SYSTEMS INC,279,13,5,2023,OH,DUBLIN,92.9,292,0.955
PRISTINE REHAB CARE LLC,193,4,5,2023,CA,DIAMOND BAR,92.9,197,0.98
NIAGARA BOTTLING LLC,244,9,5,2023,CA,DIAMOND BAR,92.9,253,0.964
ROCHE MOLECULAR SYSTEMS INC,165,2,5,2023,CA,SOUTH SAN FRANCISCO,92.8,167,0.988
COMPUTER AID INC,152,1,5,2023,PA,ALLENTOWN,92.8,153,0.993
CARESOFT GLOBAL INC,176,3,5,2023,IL,BURR RIDGE,92.8,179,0.983
CVENT INC,188,4,5,2023,VA,MC LEAN,92.8,192,0.979
UNIVERSITY OF CENTRAL FLORIDA,163,2,5,2023,FL,ORLANDO,92.8,165,0.988
DUCK CREEK TECHNOLOGIES LLC,267,12,5,2023,MA,BOSTON,92.8,279,0.957
HERMES MICROVISION INC,291,15,5,2023,CA,SAN JOSE,92.8,306,0.951
EMD MILLIPORE CORPORATION,152,1,5,2023,MA,BURLINGTON,92.8,153,0.993
BATTELLE ENERGY ALLIANCE LLC,175,3,5,2023,ID,IDAHO FALLS,92.8,178,0.983
YALE NEW HAVEN HOSPITAL,178,3,5,2023,CT,NEW HAVEN,92.8,181,0.983
WE WORK MANAGEMENT LLC,277,13,5,2023,NY,NEW YORK,92.8,290,0.955
DIGIPULSE TECHNOLOGIES INC,219,7,5,2023,NJ,CHERRY HILL,92.8,226,0.969
HCL AMERICA SOLUTIONS INC,474,13,4,2023,CA,SUNNYVALE,92.8,487,0.973
HRB PROFESSIONAL RESOURCES LLC,165,2,5,2023,MO,KANSAS CITY,92.8,167,0.988
NEW YORK TECHNOLOGY PARTNERS INC,284,14,5,2023,NJ,ISELIN,92.8,298,0.953
KIEWIT ENGINEERING GROUP INC,166,2,5,2023,NE,OMAHA,92.8,168,0.988
APPS ASSOCIATES LLC,267,12,5,2023,MA,ACTON,92.8,279,0.957
GROUPON INC,307,17,5,2023,IL,CHICAGO,92.8,324,0.948
RIOT GAMES INC,271,13,5,2023,CA,LOS ANGELES,92.7,284,0.954
THE UNIVERSITY OF KANSAS,185,4,5,2023,KS,LAWRENCE,92.7,189,0.979
THUMBTACK INC,146,1,5,2023,CA,SAN FRANCISCO,92.7,147,0.993
STANTEC CONSULTING SERVICES INC,236,9,5,2023,CO,BROOMFIELD,92.7,245,0.963
SAMBANOVA SYSTEMS INC,146,1,5,2023,CA,PALO ALTO,92.7,147,0.993
ZULILY LLC,173,3,5,2023,WA,SEATTLE,92.7,176,0.983
EASTERN MAINE MEDICAL CENTER,171,3,5,2023,ME,BANGOR,92.7,174,0.983
ISTREAM SOLUTIONS INC,162,2,5,2023,VA,ASHBURN,92.7,164,0.988
INFOSYS LIMITED,36322,5016,5,2023,TX,RICHARDSON,92.7,41338,0.879
VERSA NETWORKS INC,148,1,5,2023,CA,SAN JOSE,92.7,149,0.993
